player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Nishan Velupillay,Australia,Australia,MF,25-049,2001,Melb. Victory,2,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,38.0,41.7,45.0,0,1,30.0,0,1.5,1.0,2.0,-1.0,-1.2,-2.06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Beach,Australia,Australia,GK,22-323,2003,Melb City,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,11.0,9.0,81.8,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
Paul Izzo,Australia,Australia,GK,31-170,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Okon-Engstler,Australia,Australia,MF,21-152,2005,Sydney FC,2,2,160.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.0,0.0,,0.0,0.0,,,80.0,88.9,80.0,0,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tete Yengi,Australia,Australia,FW,25-209,2000,Machida Zelvia,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,9.4,,0,1,17.0,1,3.0,1.0,0.0,1.0,5.29,5.85,0.0,3.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Alessandro Schöpf,Austria,Austria,MF,32-138,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Prass,Austria,Austria,"DF,MF",25-030,2001,Hoffenheim,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,12.8,,0,1,23.0,1,0.0,0.0,1.0,-1.0,-3.91,-4.49,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Schlager,Austria,Austria,GK,30-144,1996,RB Salzburg,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,3.0,1.5,8.0,5.0,62.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
Carney Chukwuemeka,Austria,Austria,MF,22-248,2003,Dortmund,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.37,2.37,0.0,0.0,19.0,21.1,,0,2,19.0,0,1.5,2.0,1.0,1.0,2.37,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Affengruber,Austria,Austria,DF,25-098,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Alaba,Austria,Austria,DF,34-001,1992,Real Madrid,2,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.0,0.0,,62.0,68.9,62.0,0,0,,0,1.5,1.0,2.0,-1.0,-0.73,-2.33,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dejan Ljubičić,Austria,Austria,MF,28-260,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Grillitsch,Austria,Austria,"DF,MF",30-322,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Wiegele,Austria,Austria,GK,25-096,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Danso,Austria,Austria,DF,27-279,1998,Tottenham,2,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,61.0,67.8,90.0,1,1,32.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Konrad Laimer,Austria,Austria,"MF,DF",29-029,1997,Bayern Munich,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,3.0,3.0,0.0,0.0,,0.0,4.0,3.0,2.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcel Sabitzer,Austria,Austria,MF,32-100,1994,Dortmund,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.5,3.0,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,17.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marco Friedl,Austria,Austria,DF,28-101,1998,Werder Bremen,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,24.0,13.3,,0,1,24.0,1,0.0,0.0,1.0,-1.0,-3.75,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marko Arnautović,Austria,Austria,"FW,MF",37-067,1989,Red Star,2,0,68.0,0.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.32,0.0,1.32,0.0,0.0,2.0,2.0,100.0,2.65,2.65,0.0,0.0,34.0,37.8,,0,2,34.0,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Gregoritsch,Austria,Austria,FW,32-068,1994,Augsburg,1,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.07,0.0,0.0,,84.0,46.7,84.0,0,0,,1,0.0,0.0,1.0,-1.0,-1.07,-2.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Svoboda,Austria,Austria,DF,27-253,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Seiwald,Austria,Austria,MF,25-052,2001,RB Leipzig,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,3.0,3.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Pentz,Austria,Austria,GK,29-174,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Wimmer,Austria,Austria,"FW,MF",25-026,2001,Wolfsburg,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.29,0.0,0.0,,11.0,11.7,,0,2,11.0,0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paul Wanner,Austria,Austria,MF,20-184,2005,PSV,2,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.91,0.0,0.0,,50.0,55.0,67.0,0,1,32.0,0,1.5,2.0,1.0,1.0,0.91,2.02,0.0,2.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Philipp Lienhart,Austria,Austria,DF,29-349,1996,Freiburg,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,3.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Phillipp Mwene,Austria,Austria,DF,32-147,1994,Mainz 05,1,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,58.0,32.2,58.0,0,0,,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Romano Schmid,Austria,Austria,MF,26-149,2000,Werder Bremen,2,2,159.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,1.0,1.0,100.0,0.57,0.57,1.0,1.0,80.0,88.3,80.0,0,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Saša Kalajdžić,Austria,Austria,FW,28-353,1997,LASK,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,,45.0,25.0,45.0,0,0,,1,3.0,1.0,0.0,1.0,2.0,2.67,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Stefan Posch,Austria,Austria,DF,29-042,1997,Mainz 05,2,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.15,0.0,0.0,,79.0,87.2,79.0,1,0,,0,1.5,3.0,2.0,1.0,0.57,4.49,0.0,4.0,1.0,0.0,2.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Xaver Schlager,Austria,Austria,MF,28-270,1997,RB Leipzig,2,2,148.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.61,0.0,0.0,,0.0,0.0,,,74.0,82.2,74.0,1,0,,0,1.5,1.0,3.0,-2.0,-1.22,-6.84,0.0,5.0,0.0,0.0,1.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexis Saelemaekers,Belgium,Belgium,MF,26-363,1999,Milan,1,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.16,0.0,0.0,,57.0,31.7,57.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Amadou Onana,Belgium,Belgium,MF,24-313,2001,Aston Villa,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,55.0,30.6,55.0,0,0,,1,1.0,0.0,1.0,-1.0,-1.64,-2.36,0.0,1.0,3.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Arthur Theate,Belgium,Belgium,DF,26-031,2000,Frankfurt,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,10.0,,0,1,18.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Axel Witsel,Belgium,Belgium,"DF,MF",37-164,1989,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Mechele,Belgium,Belgium,DF,33-148,1993,Club Brugge,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,Belgium,Belgium,FW,25-107,2001,Atalanta,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,36.1,65.0,0,0,,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Diego Moreira,Belgium,Belgium,MF,21-323,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodi Lukebakio,Belgium,Belgium,"FW,MF",28-274,1997,Benfica,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,5.45,2.73,0.0,0.0,33.0,18.3,,0,1,33.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hans Vanaken,Belgium,Belgium,MF,33-305,1992,Club Brugge,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.74,0.0,0.0,,19.0,21.1,,0,2,19.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jeremy Doku,Belgium,Belgium,MF,24-029,2002,Manchester City,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06,0.0,0.0,,85.0,47.2,85.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Joaquin Seys,Belgium,Belgium,DF,21-089,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin De Bruyne,Belgium,Belgium,MF,34-362,1991,Napoli,2,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.2,4.74,1.05,0.0,0.0,86.0,95.0,86.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Koni De Winter,Belgium,Belgium,DF,24-013,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Trossard,Belgium,Belgium,MF,31-203,1994,Arsenal,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,3.0,1.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,Belgium,Belgium,"FW,MF",21-142,2005,Lille,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,5.0,5.0,,0,2,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Maxim De Cuyper,Belgium,Belgium,DF,25-185,2000,Brighton,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,80.0,3.6,2.88,0.0,0.0,63.0,69.4,90.0,1,1,35.0,0,1.0,1.0,0.0,1.0,0.72,2.36,0.0,2.0,1.0,0.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mike Penders,Belgium,Belgium,GK,20-329,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Ngoy,Belgium,Belgium,DF,23-015,2003,Lille,2,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.58,0.0,0.0,,78.0,86.1,78.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Nicolas Raskin,Belgium,Belgium,MF,25-122,2001,Rangers,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,46.0,51.1,57.0,0,1,35.0,0,1.0,1.0,0.0,1.0,0.98,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Romelu Lukaku,Belgium,Belgium,FW,33-043,1993,Napoli,2,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.78,0.0,0.0,,49.0,53.9,72.0,0,1,25.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Senne Lammens,Belgium,Belgium,GK,23-353,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thibaut Courtois,Belgium,Belgium,GK,34-045,1992,Real Madrid,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,1.0,0.5,6.0,5.0,83.3,0.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
Thomas Meunier,Belgium,Belgium,DF,34-286,1991,Lille,2,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.61,0.61,0.0,0.0,74.0,81.7,74.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Timothy Castagne,Belgium,Belgium,DF,30-202,1995,Fulham,2,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,44.0,48.9,55.0,0,1,33.0,0,1.0,0.0,1.0,-1.0,-1.02,-2.0,0.0,1.0,0.0,0.0,8.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Youri Tielemans,Belgium,Belgium,MF,29-049,1997,Aston Villa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,4.0,1.0,8.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Amar Dedić,Bosnia & Herz.,Bosnia and Herzegovina,DF,23-311,2002,Benfica,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,66.7,90.0,2,0,,1,0.5,2.0,5.0,-3.0,-1.5,-3.5,0.0,4.0,3.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Amar Memić,Bosnia & Herz.,Bosnia and Herzegovina,MF,25-156,2001,Viktoria Plzeň,3,2,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.87,0.43,0.0,0.0,69.0,77.0,82.0,1,1,45.0,0,1.33,3.0,4.0,-1.0,-0.43,-0.43,0.0,3.0,3.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Amir Hadžiahmetović,Bosnia & Herz.,Bosnia and Herzegovina,MF,29-109,1997,Hull City,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,2.2,,0,1,6.0,2,0.0,1.0,2.0,-1.0,-15.0,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Arjan Malic,Bosnia & Herz.,Bosnia and Herzegovina,DF,20-301,2005,Sturm Graz,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,16.7,45.0,0,0,,2,3.0,2.0,1.0,1.0,2.0,2.8,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Armin Gigovic,Bosnia & Herz.,Bosnia and Herzegovina,MF,24-080,2002,Young Boys,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,29.0,10.7,,0,1,29.0,2,1.0,0.0,1.0,-1.0,-3.1,-3.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Benjamin Tahirovic,Bosnia & Herz.,Bosnia and Herzegovina,MF,23-114,2003,Brøndby,3,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,0.0,,66.0,73.0,76.0,1,1,45.0,0,1.33,2.0,1.0,1.0,0.46,2.92,0.0,3.0,2.0,0.0,2.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Dennis Hadžikadunić,Bosnia & Herz.,Bosnia and Herzegovina,DF,27-351,1998,Sampdoria,1,0,27.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,,0.0,0.0,,,27.0,10.0,,0,1,27.0,2,3.0,1.0,0.0,1.0,3.33,4.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Dženis Burnić,Bosnia & Herz.,Bosnia and Herzegovina,MF,28-034,1998,Karlsruher,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.63,0.0,0.0,,8.0,5.9,,0,2,8.0,1,2.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Edin Džeko,Bosnia & Herz.,Bosnia and Herzegovina,FW,40-100,1986,Schalke 04,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.14,0.0,0.0,,63.0,46.7,63.0,0,0,,1,1.5,2.0,1.0,1.0,0.71,1.96,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ermedin Demirović,Bosnia & Herz.,Bosnia and Herzegovina,FW,28-092,1998,Stuttgart,3,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.68,0.68,0.0,0.0,88.0,97.8,88.0,2,0,,0,1.33,4.0,4.0,0.0,0.0,15.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ermin Mahmić,Bosnia & Herz.,Bosnia and Herzegovina,MF,21-103,2005,Slovan Liberec,2,0,28.0,0.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.43,0.0,6.43,6.43,6.43,2.0,2.0,100.0,6.43,6.43,1.0,1.0,14.0,10.4,,0,2,14.0,1,1.5,2.0,1.0,1.0,3.21,3.96,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Esmir Bajraktarevic,Bosnia & Herz.,Bosnia and Herzegovina,MF,21-107,2005,PSV,3,2,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.95,0.47,0.0,0.0,63.0,70.4,82.0,1,1,27.0,0,1.33,5.0,5.0,0.0,0.0,1.13,0.0,1.0,2.0,0.0,5.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
